tweet_id,favorite_count,retweet_count
836753516572119041,19526,4691
836677758902222849,12728,2245
836648853927522308,0,561
836397794269200385,0,27844
836380477523124226,14904,3012
836260088725786625,21550,4340
836001077879255040,19309,4306
835685285446955009,0,8221
835574547218894849,17999,3657
835536468978302976,0,1722
835309094223372289,0,21238
835297930240217089,16664,3051
835264098648616962,7826,1722
835246439529840640,2132,73
835172783151792128,26479,5836
835152434251116546,22691,3055
834931633769889797,10947,1670
834786237630337024,21596,5563
834574053763584002,13834,2568
834477809192075265,0,10807
834458053273591808,9738,1705
834209720923721728,20870,4829
834167344700198914,16013,3705
834089966724603904,10164,2165
834086379323871233,13227,2235
833863086058651648,13575,2442
833826103416520705,18254,3817
833732339549220864,0,223
833722901757046785,21059,3275
833479644947025920,15046,2084
833124694597443584,20449,4912
832998151111966721,13459,2235
832769181346996225,0,39
832757312314028032,17084,3683
832682457690300417,12037,2963
832645525019123713,2968,537
832636094638288896,16070,2835
832397543355072512,12117,2248
832369877331693569,17411,3242
832273440279240704,11508,2370
832215909146226688,0,6305
832215726631055365,0,9503
832088576586297345,64,2
832040443403784192,0,9786
832032802820481025,18135,4741
831939777352105988,24337,6244
831926988323639298,342,34
831911600680497154,28045,6610
831670449226514432,10602,1854
831650051525054464,7260,1966
831552930092285952,9125,2346
831322785565769729,9392,1579
831315979191906304,6644,1143
831309418084069378,11923,2497
831262627380748289,12082,2082
830956169170665475,8098,1521
830583320585068544,67956,17095
830173239259324417,0,5805
830097400375152640,9987,3006
829878982036299777,0,5119
829861396166877184,12420,1985
829501995190984704,32277,10807
829449946868879360,10629,2066
829141528400556032,24847,7503
829011960981237760,53980,16583
828801551087042563,0,3476
828770345708580865,25999,5981
828708714936930305,37173,11415
828650029636317184,9675,1379
828409743546925057,6450,1184
828408677031882754,7802,1314
828381636999917570,12804,2255
828376505180889089,7510,1091
828372645993398273,12776,2997
828361771580813312,2233,174
828046555563323392,11977,2930
828011680017821696,10525,2193
827933404142436356,20452,5349
827653905312006145,15739,3079
827600520311402496,7561,961
827324948884643840,16150,3117
827199976799354881,10758,2276
826958653328592898,21962,5119
826848821049180160,37050,10387
826615380357632002,0,4072
826598799820865537,5208,257
826598365270007810,10225,2397
826476773533745153,18761,4289
826240494070030336,13537,2652
826204788643753985,4965,944
826115272272650244,15944,3201
825876512159186944,10666,1922
825829644528148480,12964,2544
825535076884762624,57846,17885
825147591692263424,18660,4650
825120256414846976,0,1295
825026590719483904,6448,1295
824796380199809024,0,5618
824775126675836928,15230,3610
824663926340194305,10291,1781
824325613288833024,12042,10733
824297048279236611,15373,3959
824025158776213504,4919,609
823939628516474880,10840,2766
823719002937630720,0,11477
823699002998870016,14240,2580
823581115634085888,13297,2694
823333489516937216,714,25
823322678127919110,16064,4128
823269594223824897,0,10134
822975315408461824,17679,3537
822872901745569793,134656,44375
822859134160621569,13553,2351
822647212903690241,0,6562
822610361945911296,15128,3025
822489057087389700,18547,6562
822462944365645825,28728,14716
822244816520155136,35739,10134
822163064745328640,0,4912
821886076407029760,11578,2369
821813639212650496,0,3440
821765923262631936,8611,1690
821522889702862852,8197,1812
821421320206483457,0,5740
821407182352777218,12060,4471
821153421864615936,262,10
821149554670182400,8850,2052
821107785811234820,9808,2195
821044531881721856,12935,2340
820837357901512704,0,6924
820749716845686786,32275,10169
820690176645140481,12488,3318
820494788566847489,0,577
820446719150292993,0,2637
820314633777061888,3415,577
820078625395449857,20288,6463
820013781606658049,0,1215
819952236453363712,5446,1215
819924195358416896,13196,4993
819711362133872643,13721,3197
819588359383371776,9858,2043
819347104292290561,7395,1240
819238181065359361,2326,418
819227688460238848,23638,6924
819015337530290176,0,37858
819015331746349057,0,19463
819006400881917954,46357,19463
819004803107983360,89032,37858
818646164899774465,0,21581
818627210458333184,22929,7747
818614493328580609,10089,2646
818588835076603904,0,6327
818536468981415936,11190,2535
818307523543449600,0,8347
818259473185828864,11297,2348
818145370475810820,12602,2647
817908911860748288,4983,825
817827839487737858,53067,27844
817777686764523521,11010,2773
817536400337801217,12061,3065
817502432452313088,0,3489
817423860136083457,34819,15206
817415592588222464,5735,984
817181837579653120,0,8723
817171292965273600,8980,2083
817120970343411712,12517,2682
817056546584727552,8811,1694
816829038950027264,0,4846
816816676327063552,10268,2092
816697700272001025,10047,2261
816450570814898180,31321,8347
816336735214911488,8842,2009
816091915477250048,9160,2214
816062466425819140,0,1061
816014286006976512,0,5440
815990720817401858,5092,1061
815966073409433600,23006,8723
815745968457060357,0,4267
815736392542261248,10112,2338
815639385530101762,8438,1697
815390420867969024,10643,3922
814986499976527872,7860,1321
814638523311648768,11574,2786
814578408554463233,0,6011
814530161257443328,8884,1915
814153002265309185,29585,8956
813944609378369540,0,3278
813910438903693312,9552,1927
813812741911748608,37427,14415
813800681631023104,8552,1817
813217897535406080,19165,7525
813202720496779264,9486,1863
813187593374461952,20443,4504
813172488309972993,9547,1989
813157409116065792,7990,2284
813142292504645637,8712,2454
813130366689148928,4600,460
813127251579564032,12181,3231
813112105746448384,10601,2834
813096984823349248,10842,3731
813081950185472002,10151,2855
813066809284972545,8189,2015
813051746834595840,21551,7603
812781120811126785,7794,1970
812709060537683968,6810,1480
812503143955202048,6242,1263
812466873996607488,8196,1996
812372279581671427,14068,3786
811985624773361665,7473,1449
811744202451197953,7762,1648
811647686436880384,5767,767
811627233043480576,13139,3187
811386762094317568,21542,6588
810984652412424192,5496,1481
810896069567610880,9289,1828
810657578271330305,11292,2747
810284430598270976,36326,11697
810254108431155201,15126,3476
809920764300447744,15959,4072
809808892968534016,0,5067
809448704142938112,7139,1514
809220051211603969,20515,5805
809084759137812480,13629,3642
808838249661788160,10406,3152
808733504066486276,8152,2241
808501579447930884,11638,2691
808344865868283904,43896,21581
808134635716833280,0,6135
808106460588765185,9045,2284
808001312164028416,12924,3648
807621403335917568,15016,3769
807106840509214720,121973,57393
807059379405148160,0,7596
807010152071229440,13454,3988
806629075125202948,77077,35889
806620845233815552,0,5718
806576416489959424,5036,2011
806542213899489280,10537,2439
806242860592926720,0,12037
806219024703037440,6624,1229
805958939288408065,0,5539
805932879469572096,8525,1986
805826884734976000,6767,1892
805823200554876929,0,8315
805520635690676224,5922,1719
805487436403003392,9065,2616
805207613751304193,8051,1777
804738756058218496,14102,3958
804475857670639616,6326,2080
804413760345620481,0,3339
804026241225523202,45955,16728
803773340896923648,10364,2846
803692223237865472,0,7681
803638050916102144,11286,4282
803380650405482500,8010,1930
803321560782307329,0,5500
803276597545603072,10341,2542
802952499103731712,9300,2080
802624713319034886,0,3010
802600418706604034,7328,1524
802572683846291456,9221,2593
802323869084381190,16715,6041
802265048156610565,6977,1422
802239329049477120,9361,2711
802185808107208704,0,279
801958328846974976,7979,1768
801854953262350336,1835,246
801538201127157760,8470,2133
801285448605831168,6249,851
801167903437357056,25257,6135
801127390143516673,0,4086
801115127852503040,8333,2180
800859414831898624,708,98
800855607700029440,0,1670
800751577355128832,10882,2890
800513324630806528,13552,3094
800459316964663297,9801,2244
800443802682937345,0,4467
800388270626521089,11519,2902
800188575492947969,0,4082
800141422401830912,15777,2637
800018252395122689,29273,13638
799774291445383169,0,4850
799757965289017345,8668,2235
799422933579902976,8305,1996
799308762079035393,0,5663
799297110730567681,10205,2857
799063482566066176,8338,2555
798933969379225600,13509,4635
798925684722855936,7714,1485
798705661114773508,0,6880
798701998996647937,0,8066
798697898615730177,0,6715
798694562394996736,0,5145
798686750113755136,0,2411
798682547630837760,0,4880
798673117451325440,0,5736
798665375516884993,0,4042
798644042770751489,0,1916
798628517273620480,0,2046
798585098161549313,0,5916
798576900688019456,0,6051
798340744599797760,0,3471
798209839306514432,10742,2645
797971864723324932,11989,3221
797545162159308800,14994,5043
797236660651966464,20596,6838
797165961484890113,232,27
796904159865868288,0,9234
796865951799083009,7930,1982
796759840936919040,12217,3155
796563435802726400,0,7519
796484825502875648,7811,1826
796387464403357696,11361,4303
796177847564038144,0,14804
796149749086875649,33302,14804
796125600683540480,5114,1865
796116448414461957,9397,2494
796080075804475393,8728,2401
796031486298386433,11155,3845
795464331001561088,51246,24531
795400264262053889,10396,2984
795076730285391872,16728,5618
794983741416415232,0,3501
794926597468000259,10596,2392
794355576146903043,0,10677
794332329137291264,9865,2762
794205286408003585,9509,3433
793962221541933056,17356,5067
793845145112371200,9520,1936
793614319594401792,0,3247
793601777308463104,8233,1687
793500921481273345,11022,2465
793286476301799424,25381,9503
793271401113350145,8974,2477
793256262322548741,20608,8644
793241302385262592,10860,3403
793226087023144960,10151,2966
793210959003287553,9213,2892
793195938047070209,15777,5839
793180763617361921,7167,2078
793165685325201412,9728,2878
793150605191548928,6379,1759
793135492858580992,6658,2574
793120401413079041,13096,4048
792913359805018113,14784,4112
792883833364439040,11668,4423
792773781206999040,7585,1740
792394556390137856,13874,4443
792050063153438720,7398,1869
791821351946420224,0,21801
791784077045166082,0,9940
791780927877898241,0,3953
791774931465953280,46545,22983
791672322847637504,12120,3247
791406955684368384,13546,4267
791312159183634433,9066,2624
791026214425268224,0,4237
790987426131050500,10164,2208
790946055508652032,17163,4846
790723298204217344,0,2397
790698755171364864,8464,1992
790581949425475584,21289,7419
790337589677002753,8078,1939
790277117346975746,12940,3278
790227638568808452,0,3689
789986466051088384,9540,2397
789960241177853952,0,4268
789903600034189313,10692,4259
789628658055020548,7734,1837
789599242079838210,6974,1992
789530877013393408,12113,3501
789314372632018944,8908,2367
789280767834746880,0,5116
789268448748703744,9395,2685
789137962068021249,10021,2902
788908386943430656,28248,12864
788765914992902144,28215,10677
788552643979468800,0,7434
788412144018661376,16040,5445
788178268662984705,7453,2169
788150585577050112,6306,1335
788070120937619456,0,3544
788039637453406209,6311,1367
787810552592695296,8912,3159
787717603741622272,10556,2876
787397959788929025,11209,2930
787322443945877504,8036,1799
787111942498508800,0,6955
786963064373534720,27375,8221
786729988674449408,0,2495
786709082849828864,18765,6305
786664955043049472,10945,2639
786595970293370880,9703,3213
786363235746385920,11223,3624
786286427768250368,8202,2943
786233965241827333,15703,4912
786051337297522688,1475,159
786036967502913536,0,7259
785927819176054784,11715,3283
785872687017132033,6888,1887
785639753186217984,8070,2297
785533386513321988,9375,2057
785515384317313025,6287,1304
785264754247995392,7468,1689
785170936622350336,12388,4986
784826020293709826,10410,3339
784517518371221505,9240,2610
784431430411685888,5870,1315
784183165795655680,20678,8315
784057939640352768,30644,11477
783839966405230592,30862,11104
783821107061198850,7568,2029
783695101801398276,10745,3318
783466772167098368,8702,2319
783391753726550016,17349,5659
783347506784731136,0,5727
783334639985389568,29968,12037
783085703974514689,8386,2269
782969140009107456,24788,7596
782747134529531904,7683,1448
782722598790725632,17765,5539
782598640137187329,8009,1928
782305867769217024,17115,5740
782021823840026624,0,6405
781955203444699136,11422,3472
781661882474196992,10732,2797
781655249211752448,4106,1157
781524693396357120,21307,5718
781308096455073793,7340,2627
781251288990355457,8651,2137
781163403222056960,10065,2812
780931614150983680,22190,7519
780858289093574656,7381,2059
780800785462489090,5634,1337
780601303617732608,12426,3440
780543529827336192,6480,1785
780496263422808064,0,3814
780476555013349377,0,117
780459368902959104,5434,1108
780192070812196864,8940,2308
780092040432480260,0,2366
780074436359819264,12525,5108
779834332596887552,19428,7259
779377524342161408,9044,3191
779124354206535695,0,18846
779056095788752897,15168,4650
778990705243029504,20498,7428
778774459159379968,0,10190
778764940568104960,890,375
778748913645780993,7072,1347
778650543019483137,5918,1555
778624900596654080,4755,1040
778408200802557953,13976,4461
778396591732486144,0,12577
778383385161035776,5992,1133
778286810187399168,10669,3390
778039087836069888,8708,2716
778027034220126208,6715,1660
777953400541634568,0,3636
777885040357281792,6514,1671
777684233540206592,11515,3010
777641927919427584,0,4339
777621514455814149,8985,2560
777189768882946048,14634,4409
776819012571455488,0,14055
776813020089548800,4994,1245
776477788987613185,9049,2852
776249906839351296,0,9395
776218204058357768,30666,16303
776201521193218049,9852,2580
776113305656188928,12042,4467
776088319444877312,1887,156
775898661951791106,0,16981
775842724423557120,11993,2733
775733305207554048,14181,4086
775729183532220416,13256,4702
775364825476165632,7583,3057
775350846108426240,10410,4006
775085132600442880,15922,4850
774757898236878852,8794,1828
774639387460112384,6893,1775
774314403806253056,22281,5663
773985732834758656,10980,3974
773922284943896577,6538,1790
773704687002451968,6757,1666
773670353721753600,5466,1339
773547596996571136,22622,6327
773336787167145985,0,5209
773308824254029826,23820,7643
773247561583001600,9659,3318
773191612633579521,10227,4245
772877495989305348,8762,3975
772826264096874500,8242,2407
772615324260794368,0,3466
772581559778025472,6647,1730
772193107915964416,6178,1426
772152991789019136,3891,1157
772117678702071809,3858,758
772114945936949249,2780,478
772102971039580160,4088,957
771908950375665664,6726,1949
771770456517009408,12274,3471
771500966810099713,8447,2665
771380798096281600,10728,5209
771171053431250945,0,7675
771136648247640064,9358,2991
771102124360998913,6372,1471
771014301343748096,7045,1689
770787852854652928,5043,1231
770772759874076672,5296,1450
770655142660169732,7498,1799
770414278348247044,6454,2143
770293558247038976,6385,1514
770093767776997377,0,3129
770069151037685760,7746,2348
769940425801170949,32054,9786
769695466921623552,6542,1706
769335591808995329,0,7909
769212283578875904,5521,1762
768970937022709760,14695,6661
768909767477751808,0,2743
768855141948723200,4285,906
768609597686943744,4208,1231
768596291618299904,5150,1312
768554158521745409,0,5959
768473857036525572,13908,3507
768193404517830656,11107,3636
767884188863397888,4846,1415
767754930266464257,16329,5500
767500508068192258,7645,2387
767191397493538821,12541,3860
767122157629476866,10374,2919
766864461642756096,0,5762
766793450729734144,5174,1383
766714921925144576,2655,387
766693177336135680,4095,813
766423258543644672,6137,1629
766313316352462849,6930,1926
766078092750233600,0,2688
766069199026450432,4324,870
766008592277377025,3821,508
765719909049503744,7384,2200
765669560888528897,5300,1251
765395769549590528,27051,3454
765371061932261376,7219,2207
765222098633691136,11874,3466
764857477905154048,6585,1809
764259802650378240,6138,1536
763956972077010945,768,56
763837565564780549,12833,4237
763183847194451968,5478,1503
763167063695355904,0,3082
763103485927849985,7504,2331
762699858130116608,12383,3689
762471784394268675,11455,6580
762464539388485633,10506,4268
762316489655476224,4890,1143
762035686371364864,32519,15854
761976711479193600,5502,2052
761750502866649088,0,3994
761745352076779520,4349,878
761672994376806400,50416,29653
761599872357261312,4203,1206
761371037149827077,0,18419
761334018830917632,5284,1483
761292947749015552,4562,1105
761227390836215808,5410,1597
761004547850530816,11541,3544
760893934457552897,3884,993
760656994973933572,6723,1944
760641137271070720,5053,1319
760539183865880579,7718,3696
760521673607086080,4295,1417
760290219849637889,27296,11730
760252756032651264,4011,891
760190180481531904,5802,1840
760153949710192640,0,31
759943073749200896,6056,2121
759923798737051648,14925,5762
759846353224826880,6837,2016
759793422261743616,6073,1947
759557299618865152,4788,1208
759447681597108224,8636,2495
759446261539934208,1701,498
759197388317847553,6181,1989
759159934323924993,0,1180
759099523532779520,14760,4255
759047813560868866,6607,2065
758854675097526272,3615,914
758828659922702336,11397,3904
758740312047005698,5835,1642
758474966123810816,3876,1021
758467244762497024,4882,2254
758405701903519748,5298,1944
758355060040593408,3465,1102
758099635764359168,19416,10190
758041019896193024,2741,380
757741869644341248,6985,3302
757729163776290825,0,8123
757725642876129280,4619,1231
757611664640446465,4641,1121
757597904299253760,0,303
757596066325864448,4408,1074
757400162377592832,15393,6979
757393109802180609,5917,1773
757354760399941633,4598,1448
756998049151549440,6396,2018
756939218950160384,6755,2043
756651752796094464,5145,1330
756526248105566208,10580,3650
756303284449767430,4006,1114
756288534030475264,43484,17732
756275833623502848,6520,1560
755955933503782912,7454,2936
755206590534418437,16716,5438
755110668769038337,21577,11273
754874841593970688,0,8065
754856583969079297,7008,2570
754747087846248448,2629,533
754482103782404096,5390,1990
754449512966619136,3813,741
754120377874386944,7986,2394
753655901052166144,5931,2205
753420520834629632,8027,3634
753398408988139520,5852,1944
753375668877008896,7760,2366
753298634498793472,0,5800
753294487569522689,3428,1058
753039830821511168,37692,21238
753026973505581056,3977,984
752932432744185856,12846,6955
752917284578922496,7016,1610
752701944171524096,0,2924
752682090207055872,6089,1616
752660715232722944,4453,1584
752568224206688256,5596,2316
752519690950500352,7470,3485
752334515931054080,3871,1113
752309394570878976,0,16575
752173152931807232,6036,1866
751950017322246144,3114,938
751937170840121344,5275,1353
751830394383790080,5891,1975
751793661361422336,5925,2938
751598357617971201,8038,3083
751583847268179968,4467,1124
751538714308972544,5114,1286
751456908746354688,3268,1015
751251247299190784,12693,5970
751205363882532864,6422,1847
751132876104687617,5153,1318
750868782890057730,4857,1387
750719632563142656,13396,5116
750506206503038976,4510,1158
750429297815552001,13367,4339
750383411068534784,4624,1165
750381685133418496,713,28
750147208377409536,3153,973
750132105863102464,3676,1310
750117059602808832,4397,1333
750101899009982464,3086,857
750086836815486976,2205,543
750071704093859840,7964,3385
750056684286914561,3204,909
750041628174217216,3226,629
750026558547456000,2754,798
750011400160841729,3280,916
749996283729883136,3106,830
749981277374128128,5194,2488
749774190421639168,4717,1334
749417653287129088,6189,1669
749403093750648834,2663,542
749395845976588288,8688,3487
749317047558017024,5564,2261
749075273010798592,5822,2096
749064354620928000,4868,1543
749036806121881602,3130,801
748977405889503236,10899,3434
748932637671223296,5895,2283
748705597323898880,2813,961
748699167502000129,4808,1612
748692773788876800,4295,1344
748575535303884801,6155,2002
748568946752774144,2224,674
748346686624440324,5285,1244
748337862848962560,7748,4154
748324050481647620,3723,773
748307329658011649,3713,716
748220828303695873,14321,7901
747963614829678593,5835,2166
747933425676525569,6690,2577
747885874273214464,2981,986
747844099428986880,2848,757
747816857231626240,4904,1178
747651430853525504,1408,158
747648653817413632,13053,5917
747600769478692864,2353,556
747594051852075008,3720,1064
747512671126323200,5608,1627
747461612269887489,3917,1051
747439450712596480,5496,1933
747242308580548608,0,2927
747219827526344708,5326,1592
747204161125646336,3411,929
747103485104099331,9676,4013
746906459439529985,2924,300
746872823977771008,6050,2151
746818907684614144,5362,1754
746790600704425984,4927,1617
746757706116112384,9683,3953
746726898085036033,6108,1811
746542875601690625,5098,1896
746521445350707200,0,990
746507379341139972,4702,1092
746369468511756288,6240,1642
746131877086527488,6975,2223
746056683365994496,3592,814
745789745784041472,4066,1079
745712589599014916,7080,2355
745433870967832576,7151,2562
745422732645535745,8664,2458
745314880350101504,7263,2778
745074613265149952,7930,3549
745057283344719872,7317,2284
744995568523612160,2995,626
744971049620602880,7959,2713
744709971296780288,5665,1577
744334592493166593,6848,2140
744234799360020481,158004,78701
744223424764059648,1686,372
743980027717509120,4206,1108
743895849529389061,3673,968
743835915802583040,0,2107
743609206067040256,4516,1390
743595368194129920,18581,6608
743545585370791937,3556,949
743510151680958465,7974,3750
743253157753532416,4267,1237
743222593470234624,6264,1917
743210557239623680,3870,1379
742534281772302336,7123,3607
742528092657332225,4463,2002
742465774154047488,7329,3928
742423170473463808,9905,3814
742385895052087300,6859,1994
742161199639494656,4379,1389
742150209887731712,5163,1564
741793263812808706,4587,1525
741743634094141440,8230,2785
741438259667034112,3706,845
741303864243200000,8853,3237
741099773336379392,10087,5563
741067306818797568,9569,3129
740995100998766593,6431,2768
740711788199743490,3432,946
740699697422163968,2875,793
740676976021798912,18305,6880
740373189193256964,35245,13399
740365076218183684,2478,435
740359016048689152,3317,873
740214038584557568,6732,1979
739979191639244800,20121,5959
739932936087216128,4079,1083
739844404073074688,3837,859
739623569819336705,3808,1366
739606147276148736,5406,1660
739544079319588864,39878,21448
739485634323156992,7199,2940
739238157791694849,116668,58360
738891149612572673,111,6
738885046782832640,3800,1149
738883359779196928,3338,798
738537504001953792,5130,1554
738402415918125056,3266,847
738184450748633089,4343,1217
738166403467907072,8837,3381
738156290900254721,2525,652
737826014890496000,5306,1780
737800304142471168,10053,3480
737678689543020544,5075,1336
737445876994609152,10336,4486
737322739594330112,3632,815
737310737551491075,14779,7463
736736130620620800,4303,1743
736392552031657984,17799,7434
736365877722001409,4004,1259
736225175608430592,8184,2805
736010884653420544,7936,3010
735991953473572864,3623,1161
735648611367784448,4047,1112
735635087207878657,6211,2357
735274964362878976,13085,5069
735256018284875776,3359,888
735137028879360001,3142,980
734912297295085568,2762,528
734787690684657664,12641,6313
734776360183431168,2520,547
734559631394082816,1495,396
733828123016450049,3590,785
733822306246479872,3700,1024
733482008106668032,3157,957
733460102733135873,4221,1290
733109485275860992,50493,16981
732732193018155009,2455,541
732726085725589504,3567,893
732585889486888962,3680,781
732375214819057664,8126,2530
732005617171337216,14986,5440
731285275100512256,3508,996
