tweet_id,favorite_count,retweet_count
731156023742988288,3864,1274
730924654643314689,6177,1987
730573383004487680,4933,2137
730427201120833536,3504,1053
730211855403241472,3837,1060
730196704625098752,4886,1917
729854734790754305,4055,1136
729838605770891264,1731,386
729823566028484608,3998,1252
729463711119904772,5830,2329
729113531270991872,1891,325
728986383096946689,3160,824
728760639972315136,4703,1715
728751179681943552,2780,684
728653952833728512,3326,1041
728409960103686147,4936,2014
728387165835677696,3713,965
728046963732717569,4332,1202
728035342121635841,4595,1677
728015554473250816,4127,1109
727685679342333952,2973,642
727644517743104000,5915,1750
727524757080539137,4490,1228
727314416056803329,3354,747
727286334147182592,3062,818
727175381690781696,3920,1391
727155742655025152,3639,1335
726935089318363137,6930,2467
726887082820554753,3852,1523
726828223124897792,3578,1008
726224900189511680,4434,1151
725842289046749185,7095,2688
725786712245440512,4179,1374
725729321944506368,5223,1789
725458796924002305,1414,616
724983749226668032,3735,1317
724771698126512129,2366,641
724405726123311104,5297,1653
724049859469295616,4342,1780
724046343203856385,2672,561
724004602748780546,4195,1564
723912936180330496,3911,1240
723688335806480385,7713,2952
723673163800948736,3031,894
723179728551723008,5320,1872
722974582966214656,4118,1566
722613351520608256,4998,1644
721503162398597120,4651,1858
721001180231503872,2532,612
720785406564900865,3123,768
720775346191278080,2483,667
720415127506415616,4153,1509
720389942216527872,6402,2529
720340705894408192,2885,977
720059472081784833,3886,1116
720043174954147842,4926,2019
719991154352222208,4857,1740
719704490224398336,4566,1441
719551379208073216,5085,1925
719367763014393856,2806,742
719339463458033665,4446,1240
719332531645071360,3444,958
718971898235854848,3494,1080
718939241951195136,5266,1767
718631497683582976,18937,8066
718613305783398402,2444,485
718540630683709445,2472,1021
718460005985447936,2712,525
718454725339934721,4876,1510
718246886998687744,1933,503
718234618122661888,3887,1000
717841801130979328,2472,605
717790033953034240,2890,1120
717537687239008257,5807,1855
717428917016076293,1628,452
717421804990701568,3171,849
717047459982213120,6319,1938
717009362452090881,3270,971
716802964044845056,4305,1176
716791146589110272,8132,1579
716730379797970944,1240,428
716447146686459905,13117,5878
716439118184652801,2385,209
716285507865542656,2782,1065
716080869887381504,6765,1912
715928423106027520,3209,884
715758151270801409,3738,1438
715733265223708672,4675,1693
715704790270025728,2807,568
715696743237730304,3926,1294
715680795826982913,4328,1618
715360349751484417,5491,1571
715342466308784130,3051,692
715220193576927233,2428,652
715200624753819648,5164,1890
715009755312439296,4175,1233
714982300363173890,3746,1041
714962719905021952,7384,4280
714957620017307648,4142,1409
714631576617938945,3298,999
714606013974974464,3647,930
714485234495041536,2705,1134
714258258790387713,3047,720
714251586676113411,3296,835
714214115368108032,2285,877
714141408463036416,4334,1406
713919462244790272,3319,789
713909862279876608,1917,538
713900603437621249,2856,747
713761197720473600,4901,1382
713411074226274305,4450,1299
713177543487135744,7262,2843
713175907180089344,4483,1477
712809025985978368,18608,6715
712717840512598017,12401,5016
712668654853337088,4189,1221
712438159032893441,5352,1570
712309440758808576,245,25
712097430750289920,3799,1037
712092745624633345,2957,891
712085617388212225,3281,486
712065007010385924,2278,629
711998809858043904,0,126
711968124745228288,8113,2310
711743778164514816,2854,988
711732680602345472,8901,4132
711694788429553666,33017,18419
711652651650457602,3873,918
711363825979756544,3684,1146
711306686208872448,3331,739
711008018775851008,3007,615
710997087345876993,4588,1390
710844581445812225,2562,693
710833117892898816,2698,537
710658690886586372,2326,565
710609963652087808,4817,2393
710588934686908417,4560,1880
710296729921429505,2386,744
710283270106132480,2160,522
710272297844797440,4560,1254
710269109699739648,2408,1127
710153181850935296,2923,891
710140971284037632,2774,881
710117014656950272,5537,2001
709918798883774466,3007,1073
709901256215666688,675,100
709852847387627521,3547,1205
709566166965075968,3569,1214
709556954897764353,3316,1079
709519240576036864,1503,238
709449600415961088,2249,577
709409458133323776,2631,690
709225125749587968,2424,576
709207347839836162,12659,5832
709198395643068416,2441,647
709179584944730112,2019,669
709158332880297985,2049,416
709042156699303936,4776,1643
708853462201716736,1811,662
708845821941387268,3013,902
708834316713893888,1690,502
708810915978854401,16576,6960
708738143638450176,2762,818
708711088997666817,2558,723
708479650088034305,2566,680
708469915515297792,3113,816
708400866336894977,16093,10143
708356463048204288,3607,1323
708349470027751425,2362,742
708149363256774660,4305,1560
708130923141795840,3409,854
708119489313951744,2707,988
708109389455101952,1960,551
708026248782585858,4406,1934
707995814724026368,3150,1127
707983188426153984,51,2
707969809498152960,2721,971
707776935007539200,3297,960
707741517457260545,2504,616
707738799544082433,4108,2475
707693576495472641,3439,1003
707629649552134146,2596,883
707610948723478529,17091,6405
707420581654872064,2290,701
707411934438625280,2313,601
707387676719185920,3519,1296
707377100785885184,3295,1094
707315916783140866,2493,642
707297311098011648,2795,793
707059547140169728,2612,677
707038192327901184,2198,797
707021089608753152,4101,1374
707014260413456384,2329,598
706904523814649856,14672,7909
706901761596989440,2076,595
706681918348251136,3323,979
706644897839910912,2593,1097
706593038911545345,2171,638
706538006853918722,3494,1437
706516534877929472,3120,1037
706346369204748288,3475,934
706310011488698368,21475,7980
706291001778950144,1706,479
706265994973601792,2755,940
706169069255446529,3925,2230
706166467411222528,5190,1612
706153300320784384,1492,384
705975130514706432,3125,737
705970349788291072,3184,902
705898680587526145,2371,556
705786532653883392,1954,521
705591895322394625,3187,1158
705475953783398401,2982,925
705442520700944385,4458,1633
705428427625635840,3836,1697
705239209544720384,3026,756
705223444686888960,2598,804
705102439679201280,2162,520
705066031337840642,2189,620
704871453724954624,4290,1120
704859558691414016,2265,544
704847917308362754,5107,1541
704819833553219584,2663,998
704761120771465216,6666,2927
704499785726889984,2942,1019
704491224099647488,758,78
704480331685040129,3414,1077
704364645503647744,8057,3570
704347321748819968,1593,353
704134088924532736,1514,464
704113298707505153,1859,572
704054845121142784,2951,924
703774238772166656,1853,467
703769065844768768,3305,1151
703631701117943808,2606,686
703611486317502464,3867,1537
703425003149250560,3828,1372
703407252292673536,2459,699
703382836347330562,3538,1147
703356393781329922,1928,387
703268521220972544,1982,553
703079050210877440,7452,3106
703041949650034688,26548,12577
702932127499816960,2603,732
702899151802126337,1622,457
702684942141153280,3238,1080
702671118226825216,2211,560
702598099714314240,12286,3458
702539513671897089,2907,969
702332542343577600,3212,1553
702321140488925184,3292,1049
702276748847800320,2480,770
702217446468493312,4816,1344
701981390485725185,3481,997
701952816642965504,3868,1032
701889187134500865,3570,1399
701805642395348998,3442,1687
701601587219795968,2102,456
701570477911896070,2839,928
701545186879471618,2675,611
701214700881756160,12307,5145
700890391244103680,2228,571
700864154249383937,2617,626
700847567345688576,2473,503
700796979434098688,2456,948
700747788515020802,23024,9395
700518061187723268,2638,801
700505138482569216,2311,581
700462010979500032,4163,1801
700167517596164096,2651,741
700151421916807169,2252,677
700143752053182464,7576,2743
700062718104104960,2671,694
700029284593901568,2091,590
700002074055016451,3345,1348
699801817392291840,3084,959
699788877217865730,2251,510
699779630832685056,2765,1240
699775878809702401,1977,606
699691744225525762,10340,4650
699446877801091073,5998,2635
699434518667751424,2177,520
699423671849451520,1379,326
699413908797464576,2094,626
699370870310113280,1904,444
699323444782047232,3179,865
699088579889332224,2258,637
699079609774645248,2473,659
699072405256409088,3008,1201
699060279947165696,3782,1811
699036661657767936,2625,1205
698989035503689728,3377,982
698953797952008193,2706,909
698907974262222848,2570,629
698710712454139905,2494,686
698703483621523456,1458,382
698635131305795584,1305,340
698549713696649216,2344,629
698355670425473025,1880,452
698342080612007937,2283,955
698262614669991936,4797,2007
698195409219559425,16865,6011
698178924120031232,2834,740
697995514407682048,1526,332
697990423684476929,3321,1304
697943111201378304,2409,686
697881462549430272,3031,1189
697630435728322560,1765,545
697616773278015490,3188,1016
697596423848730625,3042,1271
697575480820686848,2056,498
697516214579523584,2073,1123
697482927769255936,2427,678
697463031882764288,3441,1407
697270446429966336,4731,1887
697259378236399616,3324,1012
697255105972801536,3054,1171
697242256848379904,2534,676
696900204696625153,3202,1025
696894894812565505,2359,680
696886256886657024,4900,1817
696877980375769088,2453,714
696754882863349760,1493,364
696744641916489729,2077,943
696713835009417216,2383,654
696518437233913856,3934,1712
696490539101908992,1224,143
696488710901260288,2562,1025
696405997980676096,3230,1165
696100768806522880,1944,658
695816827381944320,3036,1173
695794761660297217,3187,777
695767669421768709,1876,755
695629776980148225,4598,2111
695446424020918272,4419,1818
695409464418041856,8735,3598
695314793360662529,3653,1457
695095422348574720,2648,616
695074328191332352,2865,1103
695064344191721472,1606,589
695051054296211456,2681,787
694925794720792577,2718,925
694905863685980160,2775,944
694669722378485760,36039,14486
694356675654983680,1513,288
694352839993344000,2049,618
694342028726001664,1586,485
694329668942569472,2024,503
694206574471057408,4189,2046
694183373896572928,2972,929
694001791655137281,3433,1032
693993230313091072,1890,405
693942351086120961,1756,372
693647888581312512,2709,591
693644216740769793,1355,123
693642232151285760,2556,413
693629975228977152,2463,800
693622659251335168,1551,377
693590843962331137,5093,1973
693582294167244802,1658,256
693486665285931008,1792,641
693280720173801472,3376,1243
693267061318012928,2397,815
693262851218264065,2237,502
693231807727280129,2886,741
693155686491000832,7936,3233
693109034023534592,1730,616
693095443459342336,1877,467
692919143163629568,2695,759
692905862751522816,2445,877
692901601640583168,1785,606
692894228850999298,2288,813
692828166163931137,2892,886
692752401762250755,6865,3661
692568918515392513,4397,1549
692535307825213440,3204,1376
692530551048294401,1846,418
692423280028966913,1499,228
692417313023332352,9424,3489
692187005137076224,2549,826
692158366030913536,2163,793
692142790915014657,1663,397
692041934689402880,3435,1280
692017291282812928,2901,963
691820333922455552,3982,1669
691793053716221953,8201,4249
691756958957883396,2888,1014
691675652215414786,1971,511
691483041324204033,2411,565
691459709405118465,4078,1147
691444869282295808,2674,854
691416866452082688,19476,7681
691321916024623104,2588,666
691096613310316544,2985,882
691090071332753408,1730,338
690989312272396288,5943,2888
690959652130045952,3605,1261
690938899477221376,4138,1979
690932576555528194,3315,1029
690735892932222976,3814,1280
690728923253055490,2192,520
690690673629138944,2351,819
690649993829576704,1316,281
690607260360429569,294,17
690597161306841088,1975,607
690400367696297985,1903,456
690374419777196032,3276,852
690360449368465409,2693,888
690348396616552449,1524,520
690248561355657216,1689,417
690021994562220032,2817,1035
690015576308211712,2514,733
690005060500217858,3694,1697
689999384604450816,1439,372
689993469801164801,1474,452
689977555533848577,1383,452
689905486972461056,2453,700
689877686181715968,3055,1177
689835978131935233,2176,748
689661964914655233,3244,933
689659372465688576,10453,3905
689623661272240129,2245,640
689599056876867584,11737,5562
689557536375177216,2062,457
689517482558820352,3432,1442
689289219123089408,2275,947
689283819090870273,3299,1114
689280876073582592,2001,715
689275259254616065,1161,243
689255633275777024,2579,1087
689154315265683456,3101,1007
689143371370250240,2026,518
688916208532455424,2744,878
688908934925697024,2133,775
688898160958271489,2115,786
688894073864884227,2261,699
688828561667567616,1392,372
688804835492233216,970,191
688789766343622656,2236,666
688547210804498433,2624,707
688519176466644993,2337,729
688385280030670848,9380,4503
688211956440801280,2255,832
688179443353796608,2154,587
688116655151435777,2852,782
688064179421470721,1744,363
687841446767013888,5520,2535
687826841265172480,2766,1126
687818504314159109,2512,952
687807801670897665,2414,720
687732144991551489,1777,668
687704180304273409,2451,850
687664829264453632,1959,511
687494652870668288,1910,578
687480748861947905,1616,243
687476254459715584,2006,538
687460506001633280,2073,543
687399393394311168,1911,620
687317306314240000,20301,9234
687312378585812992,4389,1909
687127927494963200,5481,2290
687124485711986689,2179,507
687109925361856513,5845,2475
687102708889812993,2360,987
687096057537363968,2261,607
686947101016735744,8693,3221
686760001961103360,3547,1391
686749460672679938,3501,1462
686730991906516992,4167,1207
686683045143953408,2838,809
686618349602762752,3734,1373
686606069955735556,1909,548
686394059078897668,1754,689
686386521809772549,3282,887
686377065986265092,2225,575
686358356425093120,2206,673
686286779679375361,4033,1671
686050296934563840,2235,732
686035780142297088,1161,120
686034024800862208,3131,1157
686007916130873345,2511,416
686003207160610816,1841,632
685973236358713344,2118,525
685943807276412928,1644,599
685906723014619143,7580,2920
685681090388975616,2047,127
685667379192414208,2377,574
685663452032069632,3266,1468
685641971164143616,2962,786
685547936038666240,33238,15766
685532292383666176,3058,1166
685325112850124800,9543,3994
685321586178670592,2680,645
685315239903100929,3367,1063
685307451701334016,2094,445
685268753634967552,3131,1205
685198997565345792,2364,670
685169283572338688,4145,1435
684969860808454144,2404,370
684959798585110529,6877,3145
684940049151070208,3243,1051
684926975086034944,3523,463
684914660081053696,3546,1466
684902183876321280,1897,535
684880619965411328,2122,821
684830982659280897,35331,21801
684800227459624960,2750,1011
684594889858887680,8977,3529
684588130326986752,4149,1420
684567543613382656,3047,1227
684538444857667585,2665,959
684481074559381504,3909,1173
684460069371654144,1990,563
684241637099323392,8218,3312
684225744407494656,1237,210
684222868335505415,3848,1381
684200372118904832,2176,1045
684195085588783105,1927,513
684188786104872960,3516,1180
684177701129875456,2031,667
684147889187209216,3012,1523
684122891630342144,2023,472
684097758874210310,4154,1437
683857920510050305,3823,1133
683852578183077888,1948,347
683849932751646720,2628,978
683834909291606017,2642,1123
683828599284170753,2817,1075
683773439333797890,3375,1362
683742671509258241,6535,3332
683515932363329536,7399,2924
683498322573824003,3195,968
683481228088049664,2668,1002
683462770029932544,2440,678
683449695444799489,3927,1613
683391852557561860,7691,2411
683357973142474752,2942,925
683142553609318400,2894,1050
683111407806746624,3431,919
683098815881154561,2178,663
683078886620553216,2004,567
683030066213818368,2175,741
682962037429899265,37130,16703
682808988178739200,1802,169
682788441537560576,2494,1114
682750546109968385,1528,442
682697186228989953,1327,358
682662431982772225,3085,1085
682638830361513985,2089,604
682429480204398592,3451,1159
682406705142087680,7626,1777
682393905736888321,2246,676
682389078323662849,1668,463
682303737705140231,3076,982
682259524040966145,4182,1215
682242692827447297,3278,1174
682088079302213632,18403,9940
682059653698686977,4979,1696
682047327939461121,3217,940
682032003584274432,6629,2025
682003177596559360,3159,1541
681981167097122816,2827,1038
681891461017812993,2488,825
681694085539872773,12868,4082
681679526984871937,1782,444
681654059175129088,2659,927
681610798867845120,1923,471
681579835668455424,3576,1309
681523177663676416,14415,5800
681340665377193984,1651,280
681339448655802368,9375,4117
681320187870711809,2656,746
681302363064414209,3962,1821
681297372102656000,3235,957
681281657291280384,3250,1102
681261549936340994,1468,271
681242418453299201,1498,533
681231109724700672,2430,492
681193455364796417,3718,1494
680970795137544192,2444,659
680959110691590145,4610,2013
680940246314430465,3223,1052
680934982542561280,2099,437
680913438424612864,2425,626
680889648562991104,1773,364
680836378243002368,3492,1326
680805554198020098,2169,663
680801747103793152,2385,815
680798457301471234,2864,1038
680609293079592961,2663,706
680583894916304897,3650,1338
680497766108381184,4259,1923
680494726643068929,1733,486
680473011644985345,2563,745
680440374763077632,1459,498
680221482581123072,1473,294
680206703334408192,2855,1177
680191257256136705,2163,504
680176173301628928,3913,1552
680161097740095489,2339,738
680145970311643136,3645,1748
680130881361686529,2303,944
680115823365742593,2741,905
680100725817409536,3598,1380
680085611152338944,12873,9013
680070545539371008,2598,878
679877062409191424,1993,649
679872969355714560,2197,664
679862121895714818,2465,622
679854723806179328,2875,1231
679844490799091713,2379,769
679828447187857408,36463,14055
679777920601223168,3112,1105
679736210798047232,2103,794
679729593985699840,2170,822
679722016581222400,1668,465
679530280114372609,4813,2083
679527802031484928,2651,720
679511351870550016,3379,1266
679503373272485890,3177,1474
679475951516934144,2097,639
679462823135686656,31754,18846
679405845277462528,2383,1204
679158373988876288,21412,8065
679148763231985668,2789,1025
679132435750195208,2973,1149
679111216690831360,5985,2580
679062614270468097,17036,8123
679047485189439488,2254,666
679001094530465792,2831,1224
678991772295516161,2314,1165
678969228704284672,1654,459
678800283649069056,2579,897
678798276842360832,3454,1159
678774928607469569,2808,903
678767140346941444,3535,1356
678764513869611008,1635,472
678755239630127104,7121,3283
678740035362037760,3757,1676
678708137298427904,5587,2420
678675843183484930,2866,1464
678643457146150913,2054,410
678446151570427904,3999,1537
678424312106393600,5480,2536
678410210315247616,4224,1805
678399652199309312,79154,31716
678396796259975168,1595,412
678389028614488064,1874,423
678380236862578688,2444,911
678341075375947776,1730,537
678334497360859136,1304,253
678278586130948096,11423,6055
678255464182861824,1592,361
678023323247357953,1916,379
678021115718029313,13664,6309
677961670166224897,3414,1680
677918531514703872,1348,405
677895101218201600,4832,2064
677716515794329600,3051,973
677700003327029250,3380,1435
677698403548192770,1228,318
677687604918272002,2486,846
677673981332312066,3327,1500
677662372920729601,1943,954
677644091929329666,1853,798
677573743309385728,2127,704
677565715327688705,1297,460
677557565589463040,2436,1142
677547928504967168,6909,3648
677530072887205888,1062,226
677335745548390400,3038,1776
677334615166730240,1344,282
677331501395156992,1082,234
677328882937298944,3618,1497
677314812125323265,1636,528
677301033169788928,1236,401
677269281705472000,1981,702
677228873407442944,3534,1634
677187300187611136,2731,912
676975532580409345,2765,1057
676957860086095872,2231,806
676949632774234114,1302,391
676948236477857792,2164,853
676946864479084545,1719,368
676942428000112642,2059,744
676936541936185344,12638,4880
676916996760600576,2960,1796
676897532954456065,2236,716
676864501615042560,2087,701
676821958043033607,22844,15477
676819651066732545,1806,659
676811746707918848,1412,419
676776431406465024,4970,2009
676617503762681856,2871,955
676613908052996102,1075,199
676606785097199616,1871,431
676603393314578432,1152,377
676593408224403456,4545,2145
676590572941893632,909,120
676588346097852417,2306,776
676582956622721024,1191,275
676575501977128964,2571,1104
676533798876651520,1859,549
676496375194980353,1508,526
676470639084101634,11515,4623
676440007570247681,1708,659
676430933382295552,1383,341
676263575653122048,2063,541
676237365392908289,1207,285
676219687039057920,75051,30662
676215927814406144,1723,570
676191832485810177,2259,1022
676146341966438401,1899,653
676121918416756736,2146,1150
676101918813499392,2803,1147
676098748976615425,2981,1411
676089483918516224,1298,428
675898130735476737,1599,564
675891555769696257,2109,843
675888385639251968,2356,944
675878199931371520,4132,1381
675870721063669760,1610,558
675853064436391936,2658,1275
675849018447167488,928,143
675845657354215424,2247,866
675822767435051008,1500,529
675820929667219457,1038,230
675798442703122432,10139,3365
675781562965868544,1610,462
675740360753160193,1155,341
675710890956750848,1861,803
675707330206547968,1949,676
675706639471788032,635,93
675534494439489536,1797,406
675531475945709568,1168,374
675522403582218240,1027,283
675517828909424640,1275,456
675501075957489664,16931,5736
675497103322386432,3096,1275
675489971617296384,1282,586
675483430902214656,1818,965
675432746517426176,1501,557
675372240448454658,1665,507
675362609739206656,1033,226
675354435921575936,32192,16575
675349384339542016,3857,2233
675334060156301312,2734,1263
675166823650848770,3544,1569
675153376133427200,6179,2529
675149409102012420,3680,1649
675147105808306176,927,230
675146535592706048,1166,296
675145476954566656,2100,884
675135153782571009,1278,476
675113801096802304,1920,772
675111688094527488,946,246
675109292475830276,2751,1110
675047298674663426,1044,320
675015141583413248,2663,1161
675006312288268288,966,218
675003128568291329,1535,456
674999807681908736,2207,1086
674805413498527744,845,349
674800520222154752,2965,840
674793399141146624,2470,1068
674790488185167872,1084,243
674788554665512960,806,203
674781762103414784,1965,1174
674774481756377088,1094,458
674767892831932416,1795,768
674764817387900928,778,230
674754018082705410,1339,437
674752233200820224,1434,453
674743008475090944,1379,542
674742531037511680,478,49
674739953134403584,1083,379
674737130913071104,631,88
674690135443775488,1126,462
674670581682434048,1575,635
674664755118911488,899,246
674646392044941312,1406,481
674644256330530816,1011,262
674638615994089473,1652,563
674632714662858753,1470,561
674606911342424069,921,95
674468880899788800,6104,1989
674447403907457024,1039,350
674436901579923456,1095,384
674422304705744896,1413,529
674416750885273600,670,135
674410619106390016,1172,449
674394782723014656,1482,559
674372068062928900,831,308
674330906434379776,549,72
674318007229923329,1388,510
674307341513269249,11125,6792
674291837063053312,14438,5727
674271431610523648,1540,715
674269164442398721,889,223
674265582246694913,1612,830
674262580978937856,1280,442
674255168825880576,1437,536
674082852460433408,743,164
674075285688614912,970,277
674063288070742018,6239,2148
674053186244734976,3234,1265
674051556661161984,1419,479
674045139690631169,1384,625
674042553264685056,706,122
674038233588723717,1079,403
674036086168010753,833,202
674024893172875264,1740,1190
674019345211760640,1098,297
674014384960745472,1526,620
674008982932058114,1168,341
673956914389192708,1910,929
673919437611909120,1143,362
673906403526995968,3119,1595
673887867907739649,914,248
673716320723169284,3016,727
673715861853720576,3471,2013
673711475735838725,1018,293
673709992831262724,822,266
673708611235921920,1056,277
673707060090052608,1077,380
673705679337693185,1233,395
673700254269775872,1404,548
673697980713705472,3896,1917
673689733134946305,1697,630
673688752737402881,1235,481
673686845050527744,1409,427
673680198160809984,1338,455
673662677122719744,1225,357
673656262056419329,701,232
673636718965334016,1079,347
673612854080196609,1569,704
673583129559498752,1165,349
673580926094458881,815,264
673576835670777856,1355,548
673363615379013632,1000,296
673359818736984064,1416,657
673355879178194945,1466,560
673352124999274496,1626,525
673350198937153538,731,204
673345638550134785,2456,1227
673343217010679808,946,265
673342308415348736,1239,561
673320132811366400,13168,7675
673317986296586240,859,248
673295268553605120,7348,3082
673270968295534593,1044,352
673240798075449344,1396,707
673213039743795200,2195,820
673148804208660480,1654,608
672997845381865473,1918,693
672995267319328768,928,280
672988786805112832,965,282
672984142909456390,1229,527
672980819271634944,1776,979
672975131468300288,1636,883
672970152493887488,928,347
672968025906282496,1288,525
672964561327235073,1388,621
672902681409806336,1336,485
672898206762672129,885,412
672884426393653248,1509,818
672877615439593473,1011,345
672834301050937345,1286,550
672828477930868736,1230,474
672640509974827008,956,309
672622327801233409,1262,475
672614745925664768,1198,559
672609152938721280,1088,377
672604026190569472,1089,385
672594978741354496,1301,593
672591762242805761,931,326
672591271085670400,703,177
672538107540070400,1009,352
672523490734551040,619,161
672488522314567680,1083,423
672482722825261057,1104,578
672481316919734272,706,123
672475084225949696,1405,681
672466075045466113,1320,517
672272411274932228,6310,3265
672267570918129665,1461,599
672264251789176834,1115,326
672256522047614977,2745,1495
672254177670729728,1395,716
672248013293752320,1690,585
672245253877968896,670,152
672239279297454080,874,313
672231046314901505,1784,975
672222792075620352,765,205
672205392827572224,2205,1118
672169685991993344,994,358
672160042234327040,851,347
672139350159835138,1705,672
672125275208069120,2326,1103
672095186491711488,982,361
672082170312290304,921,353
672068090318987265,1260,503
671896809300709376,8292,4042
671891728106971137,1294,560
671882082306625538,3382,1347
671879137494245376,1380,645
671874878652489728,1216,536
671866342182637568,1091,478
671855973984772097,879,422
671789708968640512,6882,3367
671768281401958400,1168,486
671763349865160704,1637,884
671744970634719232,1323,738
671743150407421952,732,229
671735591348891648,1408,733
671729906628341761,8282,4226
671561002136281088,12469,7011
671550332464455680,888,203
671547767500775424,1312,572
671544874165002241,1925,1018
671542985629241344,1068,545
671538301157904385,914,378
671536543010570240,1143,390
671533943490011136,994,560
671528761649688577,827,251
671520732782923777,1359,515
671518598289059840,931,286
671511350426865664,1560,683
671504605491109889,6817,3447
671497587707535361,893,435
671488513339211776,978,459
671486386088865792,567,190
671485057807351808,742,227
671390180817915904,1409,726
671362598324076544,1080,289
671357843010908160,391,147
671355857343524864,471,114
671347597085433856,931,415
671186162933985280,718,204
671182547775299584,1091,329
671166507850801152,852,335
671163268581498880,1610,1062
671159727754231808,359,79
671154572044468225,692,211
671151324042559489,652,150
671147085991960577,650,211
671141549288370177,1119,636
671138694582165504,898,390
671134062904504320,726,187
671122204919246848,3402,2441
671115716440031232,1336,753
671109016219725825,1118,423
670995969505435648,1085,284
670842764863651840,24003,8422
670840546554966016,574,189
670838202509447168,1083,672
670833812859932673,428,118
670832455012716544,715,209
670826280409919488,5394,3936
670823764196741120,754,181
670822709593571328,593,91
670815497391357952,3097,1496
670811965569282048,1099,263
670807719151067136,1133,477
670804601705242624,1906,926
670803562457407488,333,85
670797304698376195,716,231
670792680469889025,803,265
670789397210615808,648,230
670786190031921152,589,196
670783437142401025,807,376
670782429121134593,1518,742
670780561024270336,770,281
670778058496974848,323,71
670764103623966721,1047,406
670755717859713024,427,107
670733412878163972,933,496
670727704916926465,805,346
670717338665226240,1172,472
670704688707301377,756,360
670691627984359425,579,234
670679630144274432,732,274
670676092097810432,242,40
670668383499735048,10406,4862
670474236058800128,1475,716
670468609693655041,345,84
670465786746662913,947,533
670452855871037440,534,197
670449342516494336,1166,630
670444955656130560,6543,1916
670442337873600512,629,192
670435821946826752,1028,497
670434127938719744,1363,623
670433248821026816,321,109
670428280563085312,1345,596
670427002554466305,512,154
670421925039075328,1270,609
670420569653809152,605,303
670417414769758208,555,309
670411370698022913,1967,860
670408998013820928,543,213
670403879788544000,414,149
670385711116361728,548,198
670374371102445568,735,262
670361874861563904,320,63
670338931251150849,415,104
670319130621435904,3779,1180
670303360680108032,420,126
670290420111441920,681,274
670093938074779648,997,321
670086499208155136,682,244
670079681849372674,2165,1183
670073503555706880,1535,760
670069087419133954,607,228
670061506722140161,742,323
670055038660800512,652,320
670046952931721218,629,165
670040295598354432,738,108
670037189829525505,577,262
670003130994700288,323,89
669993076832759809,317,81
669972011175813120,429,152
669970042633789440,295,57
669942763794931712,491,156
669926384437997569,365,96
669923323644657664,228,53
669753178989142016,789,382
669749430875258880,258,64
669684865554620416,500,87
669683899023405056,379,105
669682095984410625,345,130
669680153564442624,650,276
669661792646373376,789,417
669625907762618368,3439,1761
669603084620980224,928,350
669597912108789760,501,145
669583744538451968,1455,897
669573570759163904,426,134
669571471778410496,1557,981
669567591774625800,229,54
669564461267722241,373,119
669393256313184256,352,71
669375718304980992,1297,703
669371483794317312,487,172
669367896104181761,449,146
669363888236994561,604,219
669359674819481600,362,116
669354382627049472,2629,1243
669353438988365824,617,254
669351434509529089,421,174
669328503091937280,991,405
669327207240699904,562,114
669324657376567296,488,200
669216679721873412,1163,393
669214165781868544,427,156
669203728096960512,979,459
669037058363662336,636,301
669015743032369152,721,364
669006782128353280,562,240
669000397445533696,20347,6166
668994913074286592,430,222
668992363537309700,727,331
668989615043424256,662,320
668988183816871936,877,449
668986018524233728,538,161
668981893510119424,523,293
668979806671884288,773,336
668975677807423489,1266,560
668967877119254528,140,22
668960084974809088,687,232
668955713004314625,270,68
668932921458302977,257,55
668902994700836864,310,97
668892474547511297,387,145
668872652652679168,512,290
668852170888998912,441,155
668826086256599040,425,131
668815180734689280,548,257
668779399630725120,687,356
668655139528511488,512,212
668645506898350081,855,515
668643542311546881,856,515
668641109086707712,1042,525
668636665813057536,1018,479
668633411083464705,2721,1566
668631377374486528,694,306
668627278264475648,309,110
668625577880875008,375,125
668623201287675904,1385,733
668620235289837568,194,38
668614819948453888,602,309
668587383441514497,1630,1040
668567822092664832,236,50
668544745690562560,499,215
668542336805281792,442,207
668537837512433665,245,69
668528771708952576,446,216
668507509523615744,315,101
668496999348633600,399,127
668484198282485761,415,228
668480044826800133,446,142
668466899341221888,863,498
668297328638447616,609,289
668291999406125056,234,29
668286279830867968,489,132
668274247790391296,801,225
668268907921326080,540,228
668256321989451776,1262,584
668248472370458624,952,467
668237644992782336,6024,2745
668226093875376128,292,99
668221241640230912,501,189
668204964695683073,541,187
668190681446379520,632,191
668171859951755264,469,186
668154635664932864,480,297
668142349051129856,561,272
668113020489474048,653,228
667937095915278337,1221,765
667924896115245057,288,108
667915453470232577,200,54
667911425562669056,476,287
667902449697558528,829,364
667886921285246976,1815,1037
667885044254572545,794,456
667878741721415682,378,114
667873844930215936,612,388
667866724293877760,2930,990
667861340749471744,234,74
667832474953625600,288,60
667806454573760512,1023,471
667801013445750784,318,92
667793409583771648,684,315
667782464991965184,402,239
667773195014021121,229,53
667766675769573376,426,205
667728196545200128,368,143
667724302356258817,465,307
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5604,2175
667546741521195010,330,118
667544320556335104,837,504
667538891197542400,198,63
667534815156183040,790,501
667530908589760512,450,227
667524857454854144,1640,1071
667517642048163840,358,183
667509364010450944,6572,2046
667502640335572993,522,212
667495797102141441,504,256
667491009379606528,515,214
